"","Reference","DM","ADF","NDF","ADL","CP","OM","P","Ca","Na","Fe","K","Mg","Cu","Mn","Zn","IVDMD","ME","NEm","NEg","NEl","Country","Feed_item","codeSPAM","codeBasket_grouped"
"4735","107311",89.75,45.08,64.79,5.41,3.75,86.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4736","107330",89.77,52.1,70.67,7.63,3.69,91.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4737","107160",91.76,NA,78.64,NA,NA,92.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4738","107176",90.62,NA,63.65,NA,NA,95.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4739","107193",90.17,NA,61.66,NA,NA,91.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4740","107296",89.38,51.26,74.74,8.37,1.88,92.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4741","107312",89.64,52.14,72.96,7.41,3.69,92.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4742","107331",90.38,37.6,55.58,5.85,5.38,82.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4743","107332",90.89,53.15,75.56,6.82,3.06,93.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4744","107161",92.06,NA,80.84,NA,NA,93.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4745","107177",91.6,NA,72.37,NA,NA,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4746","107194",88.35,NA,60.24,NA,NA,92.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4747","107297",89.88,38.86,59.15,5.63,4.31,82.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4748","107313",90.37,38.3,58.13,4.8,5.13,83.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4749","107333",90.38,39.49,61.78,5.05,5.38,85.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4750","107162",90.71,NA,57.72,NA,NA,94.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4751","107178",91.58,NA,72.41,NA,NA,92.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4752","107195",90.68,NA,67.64,NA,NA,92.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4753","107298",90.88,49.67,75.87,5.57,1.75,93.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4754","107314",91.91,49.7,73.29,6.64,3.19,94.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4755","107334",90.11,50.98,72.68,8.27,2.5,91.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4756","107163",91.24,NA,58.63,NA,NA,94.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4757","107179",91.52,NA,67.89,NA,NA,94.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4758","107196",91.83,NA,70.52,NA,NA,91.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4759","107299",89.48,39.58,65.24,4.04,2.81,86.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4760","107315",89.8,38.74,59.53,4.51,5.19,85.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4761","107335",89.22,40.26,58.68,6.49,4.44,81.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4762","107164",90.86,NA,61.48,NA,NA,94.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4763","107180",90.87,NA,62.1,NA,NA,94.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4764","107197",90.62,NA,68.31,NA,NA,91.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4765","107300",90.26,53.75,77.15,6.59,2.06,93.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4766","107316",90.45,52.66,71.85,8.62,1.88,91.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4767","107165",91.07,NA,65.9,NA,NA,93.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4768","107181",90.37,NA,63.01,NA,NA,93.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4769","107198",91.53,NA,69.81,NA,NA,94.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4770","107301",89.97,42.71,64.86,4.27,3.69,87.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4771","107317",89.97,41.99,61.88,5.98,3.69,83.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4772","107149",91.41,42.36,65.43,4.59,NA,86.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4773","107166",91.58,NA,67.41,NA,NA,94.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4774","107182",90.71,NA,64.21,NA,NA,93.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4775","107199",91.09,NA,72.8,NA,NA,95.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4776","107302",90.07,49.99,72.68,6.33,4.25,92.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4777","107318",90.47,49.32,73.37,6.71,1.75,92.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4778","107150",91.87,39.46,65.99,4.74,NA,86.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4779","107167",90.2,NA,57.39,NA,NA,94.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4780","107183",91.4,NA,71.08,NA,NA,93.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4781","107200",91.29,NA,71.83,NA,NA,95.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4782","107303",89.3,39.25,61.61,5.47,4.63,85.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4783","107319",90.5,42.76,67.03,5.34,2.19,89.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4784","107151",92.31,40.75,66.04,4.81,NA,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4785","107168",90.95,NA,66.28,NA,NA,94.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4786","107185",91.43,NA,84.8,NA,NA,93.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4787","107288",89.25,50.18,74.21,5.68,1.75,91.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4788","107304",90.25,49.32,74.35,5.9,3.38,94.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4789","107323",90.99,34.99,55.81,4.58,5.44,82.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4790","107320",90.85,55.28,77.16,7.91,1.63,93.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4791","107152",92.07,40.35,65.14,4.78,NA,84.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4792","107169",91.71,NA,70.87,NA,NA,93.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4793","107186",91.82,NA,76.85,NA,NA,92.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4794","107289",89.02,38.78,59.96,4.49,3.44,84.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4795","107305",89.74,38.3,59.57,4.05,5.63,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4796","107324",90.17,53.39,74.71,8.22,1.94,92.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4797","107321",90.85,44.78,66.3,5.19,3.31,88.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4798","107153",92.47,42.98,68.33,4.93,NA,86.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4799","107170",90.97,NA,63.21,NA,NA,95.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4800","107187",91.73,NA,76.55,NA,NA,92.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4801","107290",90.05,54.88,75.72,7.07,2.06,92.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4802","107306",90.5,50.08,73.59,7.29,2.31,91.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4803","107325",90.35,40.62,59.67,6.27,4,82.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4804","107322",91.43,51.66,74.71,6.46,2.88,94.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4805","107154",92.69,43.09,67.77,5.38,NA,85.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4806","107171",91.07,NA,68.83,NA,NA,95.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4807","107188",91.69,NA,74.51,NA,NA,92.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4808","107291",89.22,40.74,64.02,4.5,5.31,84.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4809","107307",89.27,39.06,60.51,4.87,3.88,83.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4810","107326",91.4,51.07,74.38,7.54,1.75,92.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4811","107155",92.19,41.21,69.04,5.77,NA,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4812","107172",91.73,NA,68.89,NA,NA,94.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4813","107189",92.17,NA,73.42,NA,NA,93.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4814","107292",89.53,53.33,72.35,7.41,3.38,91.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4815","107308",90.33,49.76,75.81,5.97,1.81,93.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4816","107327",90.28,40.99,63.64,5.25,3.44,87.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4817","107156",92.35,42.01,68.23,5.11,NA,86.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4818","107157",92.01,43.07,70.98,5.07,NA,90.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4819","107173",91.78,NA,68.64,NA,NA,94.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4820","107190",91.7,NA,75.5,NA,NA,93.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4821","107293",89.1,40.1,59.26,4.98,4.63,82.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4822","107309",90.39,39.85,64.3,4.36,3.13,87.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4823","107328",91.18,54.86,76.65,7.82,1.38,93.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4824","107158",92.26,41.36,67.61,4.67,NA,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4825","107174",91.81,NA,71.8,NA,NA,94.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4826","107191",91.31,NA,72.44,NA,NA,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4827","107294",90.93,48.86,73.46,5.9,3.06,93.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4828","107310",91.27,53.62,77.82,6.63,1.38,93.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4829","107329",91.23,42.3,63.8,5.01,3.63,86.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4830","107079",91.82,29.65,52.61,2.88,NA,86.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.22,10.17,6.49,3.97,6.36,"Ethiopia","Sorghum stover","sorg","cereThick"
"4831","107056",91.81,28.93,49.89,3.61,NA,79.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4832","107095",92.45,33.87,53.39,3.18,NA,82.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4833","107072",92.2,32.69,54.58,15.03,NA,80.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.78,9.29,5.69,3.26,5.73,"Ethiopia","Sorghum stover","sorg","cereThick"
"4834","107111",92.37,32.06,58.68,3.77,NA,82.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4835","107127",91.77,43.19,67.09,4.71,NA,87.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4836","107143",92.3,43.04,68.48,4.5,NA,87.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4837","107080",92.36,31.68,55.25,3.38,NA,85.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.61,9.92,6.23,3.77,6.15,"Ethiopia","Sorghum stover","sorg","cereThick"
"4838","107057",91.63,27.49,45.3,3.77,NA,73.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4839","107096",92.42,32.48,57.34,3.29,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.83,9.08,5.48,3.1,5.61,"Ethiopia","Sorghum stover","sorg","cereThick"
"4840","107112",92.99,34.62,58.97,3.45,NA,86.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.4,9.41,5.82,3.39,5.82,"Ethiopia","Sorghum stover","sorg","cereThick"
"4841","107128",92.12,41.5,66.51,5.02,NA,85.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4842","107144",91.57,43.6,69.33,4.46,NA,87.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4843","107081",92.54,31.55,43.21,3.12,NA,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.34,9.71,6.07,3.6,6.02,"Ethiopia","Sorghum stover","sorg","cereThick"
"4844","107058",91.68,33.7,54.39,3.83,NA,80.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.67,9.04,5.44,3.05,5.56,"Ethiopia","Sorghum stover","sorg","cereThick"
"4845","107097",92.28,38.84,55.74,3.58,NA,86.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.59,9.46,5.86,3.43,5.86,"Ethiopia","Sorghum stover","sorg","cereThick"
"4846","107113",92.21,34.93,51.1,3.48,NA,85.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4847","107129",91.77,43.27,66.23,4.17,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4848","107145",91.56,41.56,68.41,4.46,NA,86.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4849","107082",91.82,33.58,57.66,3.13,NA,86.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.49,9.58,5.94,3.47,5.94,"Ethiopia","Sorghum stover","sorg","cereThick"
"4850","107059",92.19,32.95,54.03,4.21,NA,82.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.67,9.2,5.61,3.18,5.69,"Ethiopia","Sorghum stover","sorg","cereThick"
"4851","107098",92.65,33.06,54.69,3.64,NA,84.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.21,9.16,5.56,3.18,5.65,"Ethiopia","Sorghum stover","sorg","cereThick"
"4852","107114",92.58,31.84,58.23,3.65,NA,85.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.11,9.33,5.69,3.31,5.77,"Ethiopia","Sorghum stover","sorg","cereThick"
"4853","107130",92.25,43.3,68.98,4.47,NA,89.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4854","107146",91.59,39.17,69.19,4.17,NA,87.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4855","107083",92.26,34.45,58.46,3.26,NA,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.09,9.37,5.77,3.35,5.82,"Ethiopia","Sorghum stover","sorg","cereThick"
"4856","107060",91.73,29.15,51,3.87,NA,78.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.94,8.91,5.36,2.97,5.48,"Ethiopia","Sorghum stover","sorg","cereThick"
"4857","107099",92.56,32.14,56.71,3.73,NA,85.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.49,9.62,5.98,3.51,5.98,"Ethiopia","Sorghum stover","sorg","cereThick"
"4858","107115",92.59,33.84,58.44,3.52,NA,80.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.25,8.74,5.19,2.8,5.36,"Ethiopia","Sorghum stover","sorg","cereThick"
"4859","107131",92.86,32.52,68.98,3.72,NA,88.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4860","107147",91.91,43.67,69.51,4.04,NA,86.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4861","107084",92.46,34.64,57.17,3.02,NA,85.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.16,9.58,5.94,3.51,5.94,"Ethiopia","Sorghum stover","sorg","cereThick"
"4862","107061",91.81,29.82,52.41,2.84,NA,81.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4863","107100",92.25,33.07,51.43,3.26,NA,83.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.42,9.41,5.77,3.35,5.82,"Ethiopia","Sorghum stover","sorg","cereThick"
"4864","107116",92.43,31.01,53.69,3.68,NA,80.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4865","107132",92.17,44.19,52.59,4.57,NA,81.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4866","107148",91.87,44.13,67.81,5.03,NA,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4867","107085",92.27,35.44,57.07,3.11,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.55,9.62,5.98,3.51,5.94,"Ethiopia","Sorghum stover","sorg","cereThick"
"4868","107062",91.55,27.91,48.75,2.87,NA,80.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.02,8.91,5.36,2.97,5.48,"Ethiopia","Sorghum stover","sorg","cereThick"
"4869","107101",92.88,31.56,53.66,3.3,NA,82.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4870","107117",92.42,33.99,55.05,4.03,NA,83.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4871","107133",91.95,43.18,65.72,5.48,NA,87.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4872","107086",91.71,35.19,54.75,3.6,NA,86.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
"4873","107063",92.57,26.97,46.82,2.94,NA,78.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.45,8.62,5.06,2.72,5.27,"Ethiopia","Sorghum stover","sorg","cereThick"
"4874","107102",93.35,31.67,55.6,2.92,NA,82.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.69,9.12,5.52,3.14,5.61,"Ethiopia","Sorghum stover","sorg","cereThick"
"4875","107118",92.21,45.58,69.12,5.91,NA,84.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethiopia","Sorghum stover","sorg","cereThick"
